SN 1998co 4   21 47 42.14 -13 13 36.0 14.245 0.024 -0.045 0.042 0.568 0.025  0.338 0.023  0.667 0.024 3
SN 1998co 5   21 47 41.21 -13 13 08.7 16.837 0.011  0.591 0.063 0.815 0.069  0.508 0.007  0.944 0.012 3
SN 1998co 6   21 47 37.19 -13 11 27.8 14.691 0.011  0.157 0.041 0.715 0.011  0.409 0.009  0.797 0.025 3
SN 1998co 7   21 47 37.15 -13 11 48.8 16.011 0.012  0.153 0.045 0.705 0.013  0.404 0.008  0.777 0.020 3
SN 1998co 8   21 47 37.39 -13 12 58.6 16.248 0.011  0.068 0.042 0.659 0.011  0.392 0.009  0.768 0.019 3
SN 1998co 9   21 47 34.34 -13 13 20.7 16.371 0.012  0.315 0.045 0.801 0.011  0.467 0.007  0.912 0.013 3
SN 1998co 10  21 47 30.18 -13 11 08.3 16.583 0.014  0.092 0.048 0.655 0.010  0.375 0.007  0.747 0.017 2
SN 1998de 1   00 48 06.02 +27 37 47.0 17.247 0.017  0.991 0.050 1.059 0.013  0.605 0.011  1.140 0.014 5
SN 1998de 2   00 48 05.00 +27 37 16.0 17.968 0.015  0.072 0.047 0.622 0.012  0.382 0.012  0.794 0.015 5
SN 1998de 3   00 48 03.80 +27 39 24.4 17.898 0.012  1.096 0.119 1.490 0.017  0.942 0.012  1.870 0.013 5
SN 1998de 4   00 48 21.44 +27 35 50.6 17.620 0.012  0.620 0.059 0.962 0.012  0.577 0.009  1.110 0.011 5
SN 1998de 5   00 48 16.70 +27 33 55.2 17.795 0.015  0.762 0.065 0.992 0.012  0.595 0.009  1.136 0.020 5
SN 1998de 6   00 48 00.04 +27 33 48.7 16.941 0.013 -0.058 0.048 0.557 0.010  0.340 0.008  0.711 0.012 5
SN 1998de 7   00 47 47.53 +27 34 32.6 17.079 0.019  1.217 0.227 1.556 0.013  0.992 0.026  2.113 0.026 3
SN 1998de 8   00 47 50.70 +27 39 26.1 16.543 0.011  0.543 0.068 0.895 0.011  0.522 0.009  1.012 0.010 5
SN 1998dh 1   23 14 27.33 +04 30 10.4 16.180 0.014  1.228 0.044 1.240 0.011  0.775 0.008  1.462 0.016 5
SN 1998dh 2   23 14 39.10 +04 29 59.2 16.065 0.013  0.557 0.085 0.965 0.013  0.543 0.008  1.073 0.012 5
SN 1998dh 3   23 14 43.25 +04 28 31.4 16.942 0.013  0.165 0.042 0.747 0.013  0.428 0.008  0.863 0.018 5
SN 1998dh 4   23 14 50.84 +04 29 37.6 16.454 0.012  0.560 0.073 0.930 0.013  0.556 0.009  1.099 0.014 5
SN 1998dh 5   23 14 49.56 +04 30 46.0 17.268 0.011  0.375 0.043 0.875 0.013  0.533 0.008  1.054 0.011 5
SN 1998dh 6   23 14 57.13 +04 30 24.6 16.636 0.011 -0.216 0.041 0.604 0.010  0.398 0.008  0.831 0.013 5
SN 1998dh 7   23 14 55.76 +04 30 56.2 16.036 0.011  0.533 0.041 0.917 0.011  0.537 0.007  1.036 0.012 5
SN 1998dh 8   23 14 50.34 +04 33 22.8 17.539 0.011  0.185 0.048 0.768 0.011  0.470 0.010  0.927 0.016 5
SN 1998dk 1   00 14 27.99 -00 44 47.9 17.367 0.012  1.141 0.072 1.186 0.012  0.745 0.010  1.401 0.010 4
SN 1998dk 2   00 14 25.04 -00 45 04.2 17.751 0.011  0.014 0.041 0.671 0.012  0.393 0.009  0.804 0.014 4
SN 1998dk 3   00 14 27.39 -00 45 32.6 16.248 0.020  1.153 0.052 1.478 0.015  0.983 0.018  2.124 0.015 4
SN 1998dk 4   00 14 21.31 -00 47 59.2 17.197 0.014  0.395 0.051 0.806 0.015  0.445 0.009  0.875 0.019 4
SN 1998dk 5   00 14 38.33 -00 46 56.6 17.374 0.018  0.125 0.042 0.717 0.011  0.410 0.010  0.809 0.010 4
