SN 1998bp 2450934.88 15.655 0.037 15.641 0.014 15.439 0.008 15.162 0.011 15.230 0.014 4Sh-chip1/SAO
SN 1998bp 2450937.90 15.801 0.040 15.672 0.017 15.313 0.010 15.070 0.015 15.134 0.016 4Sh-chip1/SAO
SN 1998bp 2450938.95 15.923 0.037 15.739 0.014 15.298 0.008 15.054 0.012 15.135 0.013 4Sh-chip1/SAO
SN 1998bp 2450939.93 -      -     15.849 0.029 15.307 0.019 15.052 0.026 15.160 0.025 4Sh-chip1/SAO
SN 1998bp 2450949.93 17.921 0.053 17.416 0.026 16.077 0.011 15.607 0.015 15.295 0.019 4Sh-chip1/SAO
SN 1998bp 2450951.87 18.184 0.069 17.636 0.038 16.266 0.013 15.751 0.021 15.403 0.025 4Sh-chip1/SAO
SN 1998bp 2450953.85 18.250 0.049 17.883 0.029 16.416 0.012 15.870 0.019 15.482 0.023 4Sh-chip1/SAO
SN 1998bp 2450955.89 18.417 0.053 18.028 0.032 16.653 0.013 16.058 0.019 15.622 0.022 4Sh-chip1/SAO
SN 1998bp 2450959.94 18.700 0.046 18.239 0.023 16.941 0.016 16.441 0.021 16.022 0.022 AndyCam/SAO
SN 1998bp 2450962.88 18.770 0.062 18.422 0.042 17.125 0.019 16.680 0.026 16.237 0.035 4Sh-chip1/SAO
SN 1998bp 2450980.84 19.263 0.088 18.939 0.064 17.787 0.039 17.481 0.051 17.203 0.053 4Sh-chip1/SAO
SN 1998bp 2450983.81 19.434 0.053 18.958 0.031 17.891 0.013 17.610 0.022 17.307 0.029 4Sh-chip1/SAO
SN 1998bp 2450987.82 19.476 0.083 19.025 0.038 18.014 0.017 17.770 0.027 17.529 0.038 4Sh-chip1/SAO
SN 1998bp 2450996.78 -      -     19.204 0.049 18.301 0.025 18.121 0.036 17.836 0.059 4Sh-chip1/SAO
SN 1998bp 2451013.74 20.311 0.106 19.456 0.037 18.721 0.025 18.835 0.053 18.538 0.106 AndyCam/SAO
SN 1998bp 2451077.63 -      -     20.705 0.082 -      -     -      -     20.114 0.175 4Sh-chip1/SAO
SN 1998co 2450990.90 15.934 0.042 15.930 0.016 15.739 0.010 15.608 0.017 15.897 0.016 4Sh-chip1/SAO
SN 1998co 2450993.96 16.319 0.045 16.228 0.016 15.867 0.009 15.796 0.012 15.961 0.020 4Sh-chip1/SAO
SN 1998co 2451077.71 20.381 0.238 19.951 0.141 19.484 0.084 19.522 0.135 18.896 0.173 4Sh-chip1/SAO
SN 1998co 2451110.66 -      -     20.441 0.156 20.279 0.100 -      -     -      -     4sh-chip3/SAO
SN 1998co 2451136.58 -      -     20.971 0.192 20.920 0.134 -      -     19.618 0.175 AndyCam/SAO
SN 1998de 2451021.95 18.587 0.049 17.979 0.019 17.336 0.010 17.085 0.015 17.175 0.016 4Sh-chip1/SAO
SN 1998de 2451022.96 18.389 0.064 17.781 0.022 17.176 0.011 16.952 0.024 16.937 0.021 4Sh-chip1/SAO
SN 1998de 2451024.98 18.291 0.056 17.572 0.029 16.974 0.017 16.740 0.023 16.701 0.026 4Sh-chip1/SAO
SN 1998de 2451047.85 -      -     19.972 0.072 18.554 0.042 17.866 0.056 17.419 0.057 4Sh-chip1/SAO
SN 1998de 2451055.90 -      -     20.193 0.040 18.879 0.017 18.321 0.024 17.925 0.028 4Sh-chip1/SAO
SN 1998de 2451074.74 -      -     20.621 0.055 19.489 0.027 19.176 0.037 18.598 0.085 4Sh-chip1/SAO
SN 1998de 2451077.84 -      -     20.663 0.075 19.619 0.046 19.315 0.060 18.839 0.071 4Sh-chip1/SAO
SN 1998de 2451110.84 -      -     21.203 0.112 20.540 0.067 20.582 0.101 19.893 0.188 4sh-chip3/SAO
SN 1998de 2451136.81 -      -     21.760 0.133 21.139 0.085 21.654 0.198 20.523 0.175 AndyCam/SAO
SN 1998dh 2451021.94 14.427 0.039 14.745 0.015 14.718 0.007 14.475 0.010 14.453 0.012 4Sh-chip1/SAO
SN 1998dh 2451026.89 13.929 0.038 14.193 0.013 14.138 0.008 13.987 0.011 14.105 0.011 4Sh-chip1/SAO
SN 1998dh 2451045.84 15.743 0.052 15.534 0.036 14.665 0.024 -      -     14.709 0.047 4Sh-chip1/SAO
SN 1998dh 2451047.84 15.994 0.045 15.753 0.021 14.782 0.009 14.618 0.014 14.580 0.015 4Sh-chip1/SAO
SN 1998dh 2451055.89 16.804 0.042 16.574 0.019 15.235 0.007 14.790 0.011 14.472 0.015 4Sh-chip1/SAO
SN 1998dh 2451069.87 17.455 0.051 17.293 0.023 16.045 0.010 15.634 0.014 15.343 0.016 4Sh-chip1/SAO
SN 1998dh 2451077.76 17.652 0.042 17.407 0.022 16.289 0.010 15.922 0.014 15.739 0.016 4Sh-chip1/SAO
SN 1998dh 2451110.75 18.467 0.059 17.855 0.038 17.128 0.025 17.049 0.036 17.058 0.040 4sh-chip3/SAO
SN 1998dh 2451136.68 19.097 0.045 18.229 0.017 17.730 0.011 17.847 0.015 17.971 0.032 AndyCam/SAO
SN 1998dk 2451075.72 16.700 0.055 16.494 0.023 15.566 0.012 15.434 0.020 15.456 0.019 4Sh-chip1/SAO
SN 1998dk 2451077.82 16.961 0.042 16.750 0.020 15.667 0.008 15.435 0.013 15.402 0.014 4Sh-chip1/SAO
SN 1998dk 2451079.76 17.234 0.048 16.941 0.026 15.743 0.013 15.469 0.017 15.369 0.021 4Sh-chip1/SAO
SN 1998dk 2451102.62 18.321 0.081 18.192 0.028 16.951 0.013 16.498 0.020 16.200 0.023 4sh-chip3/SAO
SN 1998dk 2451110.79 18.500 0.065 18.311 0.022 17.196 0.013 16.760 0.019 16.588 0.021 4sh-chip3/SAO
SN 1998dk 2451136.73 19.231 0.058 18.661 0.018 17.899 0.011 17.613 0.018 17.762 0.018 AndyCam/SAO
SN 1998dm 2451071.82 -      -     15.398 0.023 14.843 0.006 14.743 0.010 14.832 0.011 4Sh-chip1/SAO
SN 1998dm 2451077.86 16.171 0.040 16.008 0.017 15.158 0.008 15.040 0.013 14.962 0.014 4Sh-chip1/SAO
SN 1998dm 2451080.88 16.545 0.046 16.321 0.021 15.328 0.009 15.094 0.015 14.909 0.014 4Sh-chip1/SAO
SN 1998dm 2451104.74 18.325 0.083 17.866 0.022 16.529 0.008 16.037 0.016 15.544 0.012 4sh-chip3/SAO
SN 1998dm 2451110.80 18.363 0.062 18.027 0.021 16.736 0.011 16.251 0.019 15.816 0.017 4sh-chip3/SAO
SN 1998dm 2451136.77 19.000 0.173 18.454 0.017 17.417 0.011 17.071 0.016 16.947 0.016 AndyCam/SAO
SN 1998dm 2451195.64 -      -     19.317 0.023 18.749 0.014 18.759 0.021 18.831 0.094 4sh-chip3/Harris+I_{SAO}
SN 1998dx 2451072.62 17.269 0.095 17.689 0.057 17.729 0.030 17.578 0.045 17.895 0.062 4Sh-chip1/SAO
SN 1998dx 2451077.64 17.951 0.046 17.999 0.023 17.852 0.014 17.708 0.020 18.046 0.027 4Sh-chip1/SAO
SN 1998dx 2451078.64 18.059 0.046 18.050 0.024 17.865 0.015 17.735 0.022 18.118 0.085 4Sh-chip1/SAO
SN 1998dx 2451083.73 18.904 0.078 18.598 0.021 18.179 0.012 18.158 0.019 18.343 0.036 AndyCam/SAO
SN 1998dx 2451100.62 -      -     20.642 0.175 19.559 0.093 18.882 0.142 18.808 0.174 4sh-chip3/SAO
SN 1998dx 2451136.60 22.432 0.242 21.552 0.184 20.751 0.123 20.097 0.181 20.270 0.212 AndyCam/SAO
SN 1998ec 2451101.96 17.587 0.044 17.296 0.014 16.663 0.008 16.620 0.011 16.901 0.014 4sh-chip3/SAO
SN 1998ec 2451106.02 18.128 0.049 17.757 0.017 16.920 0.009 16.836 0.013 16.928 0.017 4sh-chip3/SAO
SN 1998ec 2451110.97 18.800 0.059 18.324 0.024 17.182 0.013 16.873 0.019 16.823 0.018 4sh-chip3/SAO
